Location,Date,Average temperature,Lowest temperature,Highest temperature,Precipitation,Wind speed,Dew point,Relative humidity,Vapor pressure,Spot atmospheric pressure,Sea-level pressure,Duration of bright sunshine,Solar radiation quantity,Maximum depth of snow cover,Maximum depth of new snowfall,Amount of cumulus,Amount of middle and lower cloud,Average temperature of ground,Total large evaporation,Toal low evaporation
108,2016-07-02,23.5,20.6,27.7,4,2.4,19.8,81.4,23.2,994.9,1004.7,4.3,13.17,,,8,6.1,24.8,2.8,4.1
108,2016-07-03,23.5,21.1,26.8,,1.6,17.6,70.4,20.1,999.5,1009.3,3.8,12.08,,,6.5,3.6,23.6,2.6,3.8
108,2016-07-04,21.8,20.2,24.1,29.5,3,19,85.1,22,999.4,1009.2,0.8,5.05,,,9.1,5.5,22.3,1.1,1.5
108,2016-07-05,23.1,20.2,24.8,100.5,2.8,21.9,93.6,26.3,999.6,1009.4,0,2.17,,,10,7.3,22.9,0.8,1.1
108,2016-07-06,22.9,20.3,26.9,0,1.9,17.7,74,20.3,1003.9,1013.7,6.7,15.62,,,6.8,4.4,24,3.2,4.6
108,2016-07-07,24,20.1,28.5,0,1.3,18.3,71.6,21,1004.4,1014.2,5.7,15.11,,,7.5,2.3,24.9,3.3,4.7
108,2016-07-08,27.3,21.2,32.4,,1.8,19.9,66.5,23.4,999.9,1009.6,13.3,24.24,,,0.1,0.1,30.7,5.1,7.3
108,2016-07-09,27.7,23.2,32.7,,2,19.9,64.8,23.3,996.4,1006,12.1,24.33,,,3.1,0.3,34,5.4,7.7
108,2016-07-10,27.9,23.2,33.1,,1.8,20.2,64.4,23.7,994.7,1004.3,8.6,20.7,,,7.3,0.5,34.5,4.3,6.2
108,2016-07-11,28.4,24.8,33.4,0,1.7,21.4,67.4,25.6,994,1003.5,5.6,15.06,,,8.1,1.9,32.5,3.7,5.3
108,2016-07-12,26.3,22.1,30.9,3,2.1,18.9,65.5,22,992.3,1001.9,8.3,17.79,,,7.3,5.1,29.2,4.2,5.9
108,2016-07-13,26.3,23.2,29.5,0,2.1,20,69,23.4,991.4,1001,4.6,13.8,,,7.6,5,30,3.2,4.5
108,2016-07-14,27.5,24,32.4,0.1,2.1,20.4,66.9,24,991.7,1001.3,9.9,16.79,,,5.8,4.9,32.2,4.1,5.8
108,2016-07-15,26.2,23.7,29.2,1.5,2.6,17.6,60,20.2,994.2,1003.8,2.6,12.2,,,9.3,5.1,28.3,3.1,4.4
108,2016-07-16,20.8,19.8,23.8,46.5,3.5,19.5,92.8,22.7,990.1,1000,0,3.68,,,10,6.6,21.5,1,1.4
108,2016-07-17,21.7,20.4,23.1,2.5,2.6,18.5,82.9,21.3,996.9,1006.7,0,5,,,10,6.3,22.5,1.5,2.2
108,2016-07-18,24.4,20.7,28.4,0.2,1.5,19.5,75.1,22.6,1000.4,1010.2,8.1,14.65,,,5.9,4.9,25.5,3,4.3
108,2016-07-19,27.1,20.9,32.4,,1.5,19.4,65.5,22.5,1001.1,1010.8,10.3,20.48,,,3.6,1.8,29.5,4.2,6.1
108,2016-07-20,28.6,24,32.9,,1.9,20.5,62.5,24.1,1002.7,1012.4,6.8,15.58,,,5.4,2.8,30.7,3.8,5.4
108,2016-07-21,28.3,24.9,32.2,,2.2,20,61.3,23.4,1001,1010.7,4.9,15.16,,,6.8,1.8,31.4,3.7,5.3
108,2016-07-22,29.1,25.3,34.1,,2.2,21.4,64,25.5,999.6,1009.2,6.5,17.51,,,6.5,5.8,32.4,4.1,5.9
108,2016-07-23,28.7,27.2,31.6,0.5,1.9,22.6,70.4,27.5,998.9,1008.5,3,9.93,,,8.8,6,30.5,2.7,3.8
108,2016-07-24,28,27,30.1,0.5,2,23.7,77.9,29.3,1000.5,1010.1,0.5,6.61,,,9.6,4.6,28.1,1.8,2.5
108,2016-07-25,28.4,26.4,31.4,,1.9,23.4,75.3,28.8,1000.6,1010.3,3.1,9.71,,,6.6,6.4,30.1,2.5,3.6
108,2016-07-26,28.4,25.6,31.9,,2.6,22,69,26.4,997.6,1007.2,6.1,13.94,,,6.8,4.8,32.9,3.6,5.1
108,2016-07-27,27.6,26.7,28.9,0.5,3.2,23,76.4,28.1,994.6,1004.2,0.2,4.67,,,9.4,6.8,27.1,2,2.8
108,2016-07-28,28,26.7,30.5,0.2,2.8,22,70.6,26.5,996.1,1005.7,10,17.82,,,6.3,5.5,31.9,3.7,5.3
108,2016-07-29,26.3,23.4,28.4,59.5,1.6,22.8,82.3,27.9,999,1008.7,0.5,5.33,,,9.6,5.8,26.6,1.4,2
108,2016-07-30,28.6,26.4,33,0.5,2.1,23,73.5,28.2,1001.1,1010.8,6.5,15.27,,,5.9,2.8,29.6,3.4,4.8
108,2016-07-31,28.9,26.6,32.8,0.2,1.6,23.1,72.1,28.3,1001.5,1011.1,7.6,16.33,,,5.4,4.5,30.5,3.7,5.2
108,2016-08-01,28.4,25.8,32.4,,1.6,22.6,72,27.4,1000.4,1010,5.6,16.53,,,6.3,4.4,30.9,3.6,5.1
108,2016-08-02,27.2,25,31.1,2,1.2,21.6,72.5,25.8,999.3,1008.9,1.1,9.03,,,7.6,5.3,30.3,2.3,3.3
108,2016-08-03,29.1,24,34.2,,1.6,21.6,65.4,25.8,999.1,1008.7,11.8,19.2,,,4.1,2,32.3,4.2,6
108,2016-08-04,30.7,26,35.7,,1.6,21.2,59.6,25.4,999.6,1009.1,11.4,15.8,,,1.1,1.1,35.9,4.1,5.9
108,2016-08-05,31.2,26.5,36,,1.8,22.2,60.1,26.8,999.6,1009.2,11.4,17.78,,,1.9,1.9,35.1,4.3,6.1
108,2016-08-06,30.5,26.6,34,,1.7,22.9,64.8,27.9,998.1,1007.6,8.8,13.56,,,1.9,1.9,35.5,3.4,4.9
108,2016-08-07,30.6,27,35,,1.9,20.5,56,24.1,997.3,1006.9,11.9,20.68,,,0.9,0.6,38.3,5.2,7.5
108,2016-08-08,30.5,26.4,35.5,,1.8,22.4,63.1,27.2,997.5,1007.1,10.6,18.34,,,2.5,0.6,38.2,4.7,6.8
108,2016-08-09,29.3,26.4,33.6,1,1.9,22.6,68.3,27.5,998.4,1007.9,6,12.45,,,3.8,2.3,32.8,2.8,4
108,2016-08-10,29.4,26.1,34.8,,1.9,21.9,66.3,26.3,999.9,1009.5,9.3,16.98,,,4.4,2.8,34.5,4.1,5.9
108,2016-08-11,30.5,26.1,36.4,,2,22.5,64.1,27.2,999.9,1009.4,12.8,22.2,,,0.3,0.3,39.2,5.3,7.6
108,2016-08-12,30.4,26.4,35.9,,2,23.4,68.3,28.9,997.8,1007.3,11.8,19.62,,,1.8,1.6,37.5,4.5,6.4
108,2016-08-13,30.2,26.8,35.1,,2.4,23,67.9,28.2,996.2,1005.8,10.4,20.66,,,3,2.4,37.8,4.9,7.1
108,2016-08-14,28.9,27.3,31.8,0.2,1.9,23.7,74,29.3,994.8,1004.3,4.8,11.38,,,5.3,3.4,33.2,2.6,3.7
108,2016-08-15,29.1,25.8,34,0,1.9,21.4,65.5,25.7,992.1,1001.7,8.6,17.09,,,6.1,3,35.9,4.3,6.1
108,2016-08-16,29.3,26.2,34.9,0.5,1.6,21.8,64.9,26.2,991.6,1001.1,7.8,12.39,,,4.5,3.6,35,3.1,4.4
108,2016-08-17,29.9,25.1,34.7,,1.9,20.8,60.4,24.6,993.6,1003.1,11.5,17.75,,,3.3,1.1,36.4,4.5,6.4
108,2016-08-18,29.9,26.2,34.3,,1.6,21.5,61.9,25.8,995.6,1005.2,3,11.68,,,7,4.9,33.5,3.1,4.4
108,2016-08-19,28.9,26.6,33.2,11.5,1.4,22.5,69.5,27.3,996.6,1006.2,1,9.18,,,7.5,4.1,33.7,2.4,3.4
108,2016-08-20,30.1,26.5,34.9,,1.7,20.6,59,24.4,996.4,1005.9,4.6,13.72,,,6.9,6.9,29.6,3.6,5.1
108,2016-08-21,30.7,26.9,36.6,0,2.1,20.8,57.5,24.6,996.3,1005.8,8.3,17.95,,,4.4,3.6,33.8,4.8,6.8
108,2016-08-22,30.7,25.8,36.3,0.4,2.1,21,58,24.9,996.1,1005.6,11.7,18.91,,,3.6,3.4,35,5.1,7.3
108,2016-08-23,28.3,26,33,8,2.1,21.8,68.8,26.2,996.4,1006,4.8,10.1,,,5.1,5,29.5,2.6,3.7
108,2016-08-24,29.1,26.4,32.9,0,1.8,20,59.1,23.4,996.9,1006.5,6.9,13.97,,,5.4,4.6,29.4,3.5,5
108,2016-08-25,27.1,24,32.2,4.5,1.9,20.8,70.4,24.7,995.4,1005,3.2,11.54,,,7.4,4.4,28.9,3,4.3
108,2016-08-26,23,19.5,28.2,20,3.6,12.9,57,15.5,999.1,1008.9,7.6,17.17,,,4.3,2.9,23.8,5.7,8.1
108,2016-08-27,23.4,16.9,29.7,0,3.1,9.9,43.3,12.3,999.5,1009.3,12.4,20.97,,,4.9,3.8,25.4,5.5,7.8
108,2016-08-28,21,18.3,24.5,1.5,2.6,13.3,62.5,15.4,995.8,1005.6,3.6,10.21,,,8.3,5.6,23.7,2.8,4
108,2016-08-29,22.2,17.4,27.1,,2,12.2,54.5,14.3,992.1,1001.9,7.1,16.17,,,5.1,3.1,23.5,3.7,5.3
108,2016-08-30,20.6,17.9,24.5,0,3.3,12.4,60.4,14.5,982.4,992.1,6.3,12.02,,,6.1,4.6,23.1,3.2,4.5
108,2016-08-31,17.7,16.1,19.2,17.5,3.8,15.1,85.3,17.1,981,990.8,0,3.02,,,8.4,6.4,18.1,1,1.4
108,2016-09-01,23.2,15.8,28.6,,3.1,17.2,71.3,19.7,990.5,1000.2,8.8,13.76,,,2.9,2.9,21.8,3.9,5.5
108,2016-09-02,24.2,20.6,29,4.5,2.7,17.7,68.5,20.3,996.8,1006.5,9.1,16.79,,,6.5,6.3,25.5,3.7,5.3
108,2016-09-03,23.9,20.4,28.6,0.5,1.8,18.7,73.8,21.5,998.8,1008.6,3.1,8.93,,,6.1,6.1,25,2,2.9
108,2016-09-04,25.6,22.1,29.6,,1.5,19.8,71.3,23.2,1001,1010.7,2.7,10.25,,,7.3,3.1,26,2.4,3.5
108,2016-09-05,26.4,23,31.1,,1.7,19.2,66.1,22.2,999.7,1009.4,8.4,14.15,,,5.4,3,28.6,3.3,4.8
108,2016-09-06,24.7,21,29,,1.8,18.2,69,21,999,1008.7,8.3,13.98,,,4.4,1.3,26.5,3.1,4.4
108,2016-09-07,24.3,20.9,28.6,,1.8,18.1,69.8,20.8,996.3,1006,2.5,9.88,,,6.9,2.9,27,2.4,3.5
108,2016-09-08,23,21.5,26.5,4.5,1.3,18.5,76.4,21.3,996.9,1006.6,3.8,8.27,,,8.1,7.3,23.3,1.7,2.5
108,2016-09-09,23.9,19.7,29.3,,1.8,17.8,71.1,20.4,999.8,1009.5,9.3,15.29,,,4.4,3.5,25.5,3.5,4.9
108,2016-09-10,24.4,20,29.1,,1.6,17.2,65.4,19.6,1002.2,1012,7.1,12.96,,,6.3,2.3,26.4,2.7,3.9
108,2016-09-11,24.5,22.1,28.2,,1.7,17.6,66.3,20.1,1004.6,1014.4,3.8,9.83,,,7.1,3.1,25.6,2.4,3.4
108,2016-09-12,23.4,21.4,27.5,2.5,1.9,17.2,68.9,19.7,1006.4,1016.3,6.2,9.18,,,4.5,2.9,23.6,2.4,3.4
108,2016-09-13,24.6,19.6,30.8,,1.8,16.6,62.5,18.9,1007.8,1017.7,8,15.74,,,3.8,1,25.6,3.4,4.9
108,2016-09-14,24.6,21.4,28.9,,1.8,17.6,66.1,20.2,1007.4,1017.2,7.2,11.88,,,5,3.3,27.8,2.7,3.9
108,2016-09-15,23.9,18.8,29.5,,1.3,17.2,68.1,19.7,1006.4,1016.3,5.8,13.62,,,7.6,4.5,26.5,2.8,4.1
108,2016-09-16,24.6,20.4,29.5,,1.5,17.1,64.9,19.5,1004.6,1014.4,3.8,11.91,,,9.3,1.3,26.4,2.8,3.9
108,2016-09-17,23.1,18.5,28.2,7,2.9,15.7,64.8,17.9,1001.5,1011.3,7.1,13.53,,,4.9,2.1,23.1,4.1,5.9
108,2016-09-18,23.5,20.2,28.3,,3.1,13.3,53.4,15.3,1001.7,1011.5,9.3,15.29,,,5.4,1.9,24.7,4.3,6.1
108,2016-09-19,21.9,18.2,27.8,,3.5,11.6,53.3,13.7,1003.1,1013,10.1,16.12,,,1.4,0.9,25.7,4.7,6.7
108,2016-09-20,20.6,15.4,26.8,,3.1,6.4,41.1,9.6,1007,1017,11.6,19.23,,,1.1,0.1,24.8,5.2,7.4
108,2016-09-21,20.2,14.3,25.3,,2,6.9,43.4,9.9,1011,1021,10.8,15.52,,,5.6,2,22.9,3.9,5.6
108,2016-09-22,21.9,17.5,27.2,,1.8,9.4,46.3,11.8,1008.2,1018.1,9,15.24,,,3.9,3.4,26,3.4,4.9
108,2016-09-23,21.4,16.4,27.9,,1.6,12.4,57.9,14.5,1007,1016.9,9.1,14.3,,,2.6,2.6,24.6,3.1,4.4
108,2016-09-24,22.3,16.5,28.9,,1.6,13.7,60.6,15.7,1006.2,1016.1,9.3,14.56,,,3.3,0.9,25.5,3.1,4.4
108,2016-09-25,23,18.6,29.7,,1.2,13.6,57.6,15.6,1006.7,1016.6,5.2,12.66,,,6.8,1,26.6,3,4.3
108,2016-09-26,23.6,19.7,28.9,,1.8,14.9,59.1,17,1006.1,1015.9,6.5,11.48,,,5.4,4.9,26.2,2.9,4.1
108,2016-09-27,21,19.1,23.8,13.5,1.3,17.7,82.5,20.3,1006.3,1016.2,0,2.77,,,9.6,4.8,21.5,0.7,1
108,2016-09-28,19.9,18.7,21.8,0.5,1.3,17.1,84.6,19.5,1005.2,1015.2,0,3.59,,,10,5.3,20.7,1.2,1.8
108,2016-09-29,20.4,18.2,24.8,,3,13.3,64.4,15.3,1006.2,1016.2,5.3,12.55,,,8.4,4.6,21.3,2.9,4.2
108,2016-09-30,20.5,17.7,23.5,,1.6,14,66.9,16,1005.3,1015.3,0.4,7.66,,,8.8,4.6,20.9,1.6,2.3
108,2016-10-01,21.1,17.5,25.6,,1.2,14.9,69,17,1007.7,1017.6,4.3,10.06,,,7.8,2.5,21.8,2,2.9
108,2016-10-02,19,16.7,22.4,18.5,2.7,16.2,84.1,18.5,1003.7,1013.7,0,2.6,,,9.8,7.9,18.6,1,1.4
108,2016-10-03,22.7,19.6,27.9,6.5,2.7,17.3,73.3,19.9,999.9,1009.7,8.5,14.52,,,4,3,23.6,3.1,4.4
108,2016-10-04,22,15.6,29,,2.4,12.8,58.9,14.9,1004.9,1014.8,10.9,16.86,,,0.9,0,22.4,4.6,6.6
108,2016-10-05,21.1,17.5,27.2,,3,13.3,61.9,15.3,1001,1010.9,6.1,11.59,,,3.4,2,22.1,3.1,4.4
108,2016-10-06,18,13.6,23.5,,2.6,9.5,59.3,11.9,1010.9,1021,10.7,15.52,,,2.8,0,21,3.6,5.1
108,2016-10-07,19.7,16.5,24.8,2,2.6,13.2,67.8,15.3,1009.4,1019.4,4.7,9.25,,,8.8,4.4,21.9,2.1,2.9
108,2016-10-08,16.8,10.3,21.8,6,2.9,9.8,66.4,12.7,1002.5,1012.6,7.2,12.09,,,5.5,3.8,18,3.3,4.8
108,2016-10-09,11.3,6.5,16.6,,2.9,-0.2,46.3,6,1009.8,1020.2,10.7,16.46,,,3.3,1.9,14.6,3.4,4.9
108,2016-10-10,14,7.4,21.4,,1.6,1.2,43.3,6.7,1010.7,1021,10.3,15.29,,,4.4,0.9,16.3,2.9,4.2
108,2016-10-11,15.4,10,21.1,,1.8,7.9,62.4,11,1010.1,1020.3,8,11.48,,,6,2,16.5,2.4,3.4
108,2016-10-12,15.5,11.4,20.7,,2,6,57,9.7,1012,1022.3,10.5,13.98,,,3.3,0.1,18,3.1,4.5
108,2016-10-13,15.2,9.3,21.9,,1.4,2.4,44.1,7.4,1013,1023.2,9.3,13.22,,,3.8,0.1,17.2,3,4.2
108,2016-10-14,16.7,10.5,23.5,,1.3,9,61.8,11.5,1015,1025.3,8.5,11.82,,,0,0,17.2,2.3,3.2
108,2016-10-15,19.1,12.4,27.1,,1.3,10.4,60.6,12.6,1014.9,1025,8.3,12.6,,,4.1,0.8,19.6,2.6,3.7
108,2016-10-16,17.2,15.4,19.5,1.5,1.5,12.3,74.1,14.4,1009.2,1019.3,0,3.06,,,9.4,4.9,16.5,0.9,1.3
108,2016-10-17,17.5,14.5,21.7,,1.4,13,76.1,15,1007.9,1018,7.2,9.51,,,6.1,2.8,18.2,1.8,2.6
108,2016-10-18,17,11.2,24,,1.4,11.2,70.9,13.3,1009.8,1019.9,8,12.24,,,3,0.5,17.7,2.4,3.5
108,2016-10-19,18,14,24.3,,1.5,11.4,67.6,13.5,1008,1018,8.7,11.84,,,1.3,0.8,18.9,2.4,3.4
108,2016-10-20,18.6,12.9,25.8,,1.8,10.3,61.3,12.6,1009,1019.1,9.3,12.55,,,1.6,0.4,19.4,3.5,5
108,2016-10-21,17.9,15.7,22,,3,9.5,58.6,11.9,1009.7,1019.8,3.2,8.17,,,9.4,5.4,19.3,2.3,3.3
108,2016-10-22,18.3,14.5,22.8,,1.8,10,59,12.3,1004.4,1014.4,5.4,8.59,,,6.8,5,20.1,2.4,3.4
108,2016-10-23,13.3,10.6,17.8,2.5,4,6.9,66.3,10,1006.9,1017.1,0.1,2.33,,,9.4,7.6,13.8,1.4,2
108,2016-10-24,15.1,9,20.6,,2.4,5.7,54.8,9.2,1007.3,1017.4,9.4,13.55,,,5.6,4.1,16.4,2.7,3.9
108,2016-10-25,14.1,12.5,17.5,37,2.2,11.2,84,13.3,1001.3,1011.5,3.2,4.25,,,7.6,4.8,14,1,1.4
108,2016-10-26,13.3,10.5,16.3,0,1.4,10,81,12.3,1010,1020.3,2.2,5.48,,,5.4,2.1,13,1,1.4
108,2016-10-27,14.6,8.6,20.9,,1.9,7.8,65.4,10.7,1012.7,1023,5.9,9.88,,,6.5,5.4,13.5,2,2.9
108,2016-10-28,14.6,10.2,18.4,0.3,2.5,7.1,61.8,10.3,1007.2,1017.4,4.3,7.11,,,8.8,5.3,14.4,2.4,3.5
108,2016-10-29,7.8,3.5,11.2,,3,-4.9,40.3,4.3,1015.6,1026.2,1.1,6.54,,,6.6,4.8,8.3,2,2.9
108,2016-10-30,7.9,1.6,15.1,,1.5,-8.7,31.9,3.2,1019,1029.6,9.7,13.56,,,0.9,0,8.6,2.7,3.8
108,2016-10-31,5.7,0.7,8.2,0.5,2,-1.7,59.9,5.6,1016.5,1027.2,0,2.14,,,7.4,3.9,6,1,1.5
108,2016-11-01,1.5,-2.4,6.6,,2.7,-9.9,43.6,2.9,1020.2,1031.1,9.8,13.52,,,0,0,4.1,2.2,3.2
108,2016-11-02,4.1,-2.7,10.5,0.1,1.4,-5.3,53.1,4.4,1016.7,1027.5,7.6,10.76,,,4.4,3.5,5.4,1.6,2.2
108,2016-11-03,9.1,4.2,14.1,0.2,1.6,1.7,62.8,6.9,1011.4,1021.8,8.8,9.91,,,4.9,4.1,10.8,1.9,2.7
108,2016-11-04,12.3,8.2,15.7,0,2.7,6.3,67,9.7,1005.6,1015.9,2.6,5.14,,,8.3,7.6,11.6,1.5,2.1
108,2016-11-05,15,12.2,18.1,0,2.2,11,77.4,13.2,1003.5,1013.6,2.8,5.09,,,7.3,7.3,15.4,1.4,2
108,2016-11-06,14,11.9,18.3,,3.4,5.9,59.4,9.4,1013.2,1023.5,5.4,8.91,,,7.5,7.5,15.3,2.5,3.6
108,2016-11-07,12.8,8.5,17.8,5.5,2.8,7.3,71.3,10.3,1012.3,1022.7,2.2,5.09,,,9,7.3,13.8,1.4,2
108,2016-11-08,4.1,0.4,8.4,0.5,3.5,-3.7,58,4.8,1014.8,1025.6,9.1,10.89,,,2.4,2,7.4,2,2.8
108,2016-11-09,2.1,-3.2,8.6,,1.9,-10.1,41.1,2.9,1018.8,1029.6,9.7,12.02,,,1.4,0,3.5,2.1,3
108,2016-11-10,6,1.5,9.8,0.4,2,-2.7,55.5,5.4,1010.4,1021,0.3,3.87,,,9.5,5.4,5.9,1,1.4
108,2016-11-11,9.1,6.2,14.2,4,2.2,1.8,63.3,7.1,1008.3,1018.7,8.6,9.97,,,2,1.3,9.3,2.1,3
108,2016-11-12,11.4,5.1,16.7,,2.3,4.1,62.1,8.5,1011.7,1022.1,8.2,9.07,,,3.3,3,9.7,1.8,2.6
108,2016-11-13,14.4,12.1,18.1,0.5,1.7,9.8,74.8,12.2,1010.9,1021.1,3.1,6.62,,,7.3,6.9,13.4,1.5,2.1
108,2016-11-14,13.2,10.2,15.8,1.5,1.7,9.3,78.5,12,1006.1,1016.4,0,2.44,,,7.9,7.5,12.8,1,1.4
108,2016-11-15,5.2,2.5,10.2,,2.8,-6.1,44.3,3.9,1011.3,1021.9,9.5,11.6,,,0,0,6,2,2.9
108,2016-11-16,5.2,0,12,,1.4,-6.4,44.3,3.8,1013.5,1024.1,8.6,8.59,,,1.1,0,4.2,1.7,2.4
108,2016-11-17,9.1,4,16.5,,1.2,0.6,56.4,6.5,1014,1024.6,8,9.33,,,2,1.1,7.5,1.6,2.3
108,2016-11-18,10.3,4.9,14.6,0,1.9,2.1,58.4,7.2,1008.4,1018.8,4.1,6.39,,,5.6,4.4,8.3,1.7,2.4
108,2016-11-19,13,9.9,18.6,0,2.2,7.7,71.1,10.7,1003.9,1014.1,4.2,7.42,,,8.9,7,13,1.5,2.2
108,2016-11-20,9.8,6.4,15.3,,2.5,-2.1,48.6,5.7,1011.2,1021.7,9.1,10.14,,,1.6,1.6,10.5,2.4,3.5
108,2016-11-21,9.5,5.1,14.6,,2.2,-3.4,40.5,4.9,1008.5,1018.9,1.1,4.26,,,7.8,5.6,8.4,1.9,2.8
108,2016-11-22,2,-2.1,8.4,0.2,3.9,-9.5,43.3,3.2,1012.8,1023.6,4.8,7.38,,,8.4,2.5,5.6,1.7,2.5
108,2016-11-23,-1.8,-4.8,3.6,,3,-14.7,37.5,2,1016.7,1027.7,7.6,9.14,,,3.4,0,1,1.6,2.3
108,2016-11-24,-2.5,-6.2,2.4,,2.1,-15.4,37.8,1.9,1017,1028.1,9.2,10.5,,,0,0,0,1.6,2.3
108,2016-11-25,1,-3.5,6,,1.5,-10.2,43.9,2.9,1017.3,1028.2,7.4,8.31,,,4.3,3.1,1.4,1.5,2.1
108,2016-11-26,0.9,-0.7,2.7,2.8,2.3,-4.5,69.6,4.6,1013.4,1024.3,0,1.68,0.8,0.8,7.5,6.8,0.2,0.5,0.7
108,2016-11-27,3.3,0.5,6.6,0,1.5,0.4,81.3,6.3,1011.3,1022,1.7,3.81,,,7.5,7.1,4,0.7,0.9
108,2016-11-28,1.4,-1.4,5.6,,2.5,-6.5,57.9,3.8,1017.6,1028.5,8.9,9.47,,,0,0,2.4,1.6,2.2
108,2016-11-29,1.7,-2.8,8.6,,1.6,-10.6,40.8,2.7,1022.5,1033.5,9.3,9.34,,,0.1,0,1.6,1.7,2.4
108,2016-11-30,6,0.7,9.8,1,2,-1.5,59.8,5.7,1015.6,1026.2,1.6,4.37,,,8.9,7.1,4.7,1.1,1.6
108,2016-12-01,4.1,-1,7,,3.6,-6.8,47.6,4,1016.3,1027,8.5,9.39,,,1.3,1.3,4.1,2.1,2.9
108,2016-12-02,1.6,-3.5,7.9,,1.8,-8.8,48.4,3.3,1020.7,1031.6,9.3,9.82,,,0,0,1.8,1.6,2.2
108,2016-12-03,4.5,-0.7,11.3,,1.4,-3.1,58.8,4.9,1016.2,1026.9,7.9,8.76,,,5.5,2.4,3.5,1.3,1.9
108,2016-12-04,5.5,2,9.5,,1.2,-1.9,60.1,5.3,1008.1,1018.7,0.5,4.16,,,8.8,6.5,4.2,0.9,1.2
108,2016-12-05,5.9,0.5,10.3,1.5,3,0.5,69.1,6.5,1007.5,1018.1,2.3,4.3,,,7.9,6.8,6.6,1.4,1.9
108,2016-12-06,-1.1,-4.2,4.3,,2.5,-14.3,38.5,2.1,1015.7,1026.6,9.3,9.97,,,0,0,0.8,1.7,2.4
108,2016-12-07,1.7,-2.7,7.5,0,2.3,-5.7,58.3,4.1,1010.9,1021.7,4.1,5.96,,,3.9,3.8,1.1,1,1.4
108,2016-12-08,2.1,-3,6.1,3,1.7,-2.9,70,5.1,1007.5,1018.2,3.8,5.28,,,6.1,4,1.6,0.8,1.2
108,2016-12-09,1.4,-2.9,4.2,3,2.8,-4.7,65.8,4.5,1009.8,1020.6,7.2,8.5,,,3.9,3.6,2.8,1.3,1.8
108,2016-12-10,-1.6,-5.9,3.6,,1.9,-11.6,47.6,2.5,1016.5,1027.4,9.2,9.45,,,0.1,0,-0.6,1.4,2
108,2016-12-11,-1.1,-6.1,6.4,,1.2,-12.7,42.6,2.3,1017.8,1028.8,9.2,9.58,,,0.4,0,-1.4,1.4,2.1
108,2016-12-12,2.3,-3,6.3,,1.9,-10.9,37.9,2.6,1013.6,1024.4,3.9,5.71,,,8,4.8,2.2,1.3,1.8
108,2016-12-13,3.4,-0.4,8.8,,2,-5.2,53.6,4.2,1008.9,1019.6,4.7,6.64,,,4.6,2.3,2.9,1.4,2.1
108,2016-12-14,-1.4,-2.3,-0.1,0.1,2.7,-6.6,68.1,3.8,1009.8,1020.7,0.2,2.98,,,7.3,7,-0.1,0.7,1
108,2016-12-15,-5,-7.6,-1.5,,3,-16.4,41.8,1.7,1013.4,1024.5,9.1,9.64,,,0,0,-2.2,1.3,1.9
108,2016-12-16,-4.7,-9.8,0,,2.2,-16.5,40.3,1.7,1017.2,1028.3,9.2,9.62,,,2,2,-3.3,1.3,1.9
108,2016-12-17,2.7,-2.7,8,0,1.8,-4.3,60.1,4.6,1018,1028.8,6.3,6.21,,,6.6,6.6,0.7,0.9,1.3
108,2016-12-18,4.9,2.7,8.1,,1.9,-0.4,68.8,5.9,1018.4,1029.1,0.1,3.06,,,8.5,8.3,3.9,1,1.4
108,2016-12-19,7.2,4.3,12,0.1,2.5,1.2,66,6.7,1013.8,1024.4,3.8,5.32,,,6.9,5,6.2,1,1.5
108,2016-12-20,7.6,4.4,13.6,,1.2,2.4,71.3,7.3,1016.5,1027.1,8.9,7.86,,,2.4,1.5,4.6,1.3,1.9
108,2016-12-21,7.9,4.1,12.6,29,3.5,3.5,75.5,8,1011.1,1021.6,3.4,5.01,,,8.1,3.8,5.8,1.1,1.6
108,2016-12-22,5.5,1.5,11,23.5,3.5,4,90.3,8.4,998.8,1009.4,0,1.37,,,9.8,8.6,6.8,0.5,0.8
108,2016-12-23,-2.5,-4.4,1.5,0.1,3.6,-7,71.1,3.7,1009.9,1020.9,0.8,2.35,,,8.9,8.9,0,0.6,0.9
108,2016-12-24,-2.4,-4.3,1.1,,1.8,-8,66,3.4,1019.9,1030.9,3.1,4.96,,,5.5,4.4,-0.5,0.7,1
108,2016-12-25,1,-4.5,6.4,,1.7,-4.1,69.5,4.6,1019.3,1030.2,6.1,7.54,,,4.8,0,0,0.9,1.3
108,2016-12-26,2.5,1.3,4.4,0,1.4,-1.7,73.8,5.4,1010.9,1021.6,0,1.66,,,8.6,6.3,2.2,0.6,0.8
108,2016-12-27,-2.3,-6.3,1.3,0.5,3.5,-11,54.6,2.9,1012.5,1023.4,8.4,9.29,0.5,0.5,2.8,2.3,0.6,1.5,2.1
108,2016-12-28,-3.7,-8.4,2.6,,1.8,-13.3,49,2.2,1019.1,1030.2,9.1,9.22,,,1.9,0,-2.1,1.2,1.7
108,2016-12-29,-4.2,-7.2,-1.1,0.3,2.8,-13,53.1,2.4,1019.8,1031,8.9,9.67,1,1,1.5,1.5,-1.2,1.2,1.8
108,2016-12-30,-3.9,-9.1,1,,1.3,-12.8,50.9,2.3,1021.9,1033,5.6,6.79,,,3,1.6,-3,0.8,1.2
